Seed	Class	Mean	Std
0	1	Empty	Empty
0	2	Empty	Empty
0	3	Empty	Empty
0	4	Empty	Empty
1	1	Empty	Empty
1	2	Empty	Empty
1	3	Empty	Empty
1	4	Empty	Empty
2	1	Empty	Empty
2	2	Empty	Empty
2	3	Empty	Empty
2	4	Empty	Empty
3	1	Empty	Empty
3	2	Empty	Empty
3	3	Empty	Empty
3	4	Empty	Empty
4	1	Empty	Empty
4	2	Empty	Empty
4	3	Empty	Empty
4	4	Empty	Empty
