Seed	Class	Train Time
0	0	1.8100013732910156
0	1	0.45350050926208496
1	0	1.5595009326934814
1	1	0.5000011920928955
2	0	1.1285018920898438
2	1	0.47299885749816895
3	0	0.5024971961975098
3	1	0.4109985828399658
4	0	1.3400049209594727
4	1	0.44899845123291016
5	0	0.5379993915557861
5	1	0.48349761962890625
6	0	0.6570003032684326
6	1	0.4440007209777832
7	0	1.0754997730255127
7	1	0.43199968338012695
8	0	0.8239984512329102
8	1	0.416003942489624
9	0	0.4595012664794922
9	1	0.4510037899017334
10	0	1.4745004177093506
10	1	0.4654998779296875
11	0	1.4739999771118164
11	1	0.44550013542175293
12	0	1.7155027389526367
12	1	0.43251872062683105
13	0	0.507500410079956
13	1	0.4550001621246338
14	0	0.6539983749389648
14	1	0.43200016021728516
15	0	1.6820001602172852
15	1	0.45799922943115234
16	0	1.8440027236938477
16	1	0.4360005855560303
17	0	0.502000093460083
17	1	0.4545018672943115
18	0	1.541501760482788
18	1	0.43399977684020996
19	0	1.6035003662109375
19	1	0.4570002555847168
20	0	0.5079994201660156
20	1	0.46650052070617676
21	0	0.6464998722076416
21	1	0.4419991970062256
22	0	0.5009956359863281
22	1	0.4135003089904785
23	0	0.5265002250671387
23	1	0.42650341987609863
24	0	1.886000156402588
24	1	0.48549890518188477
25	0	0.49900197982788086
25	1	0.41300034523010254
26	0	1.0455005168914795
26	1	0.4460031986236572
27	0	1.0705008506774902
27	1	0.4504995346069336
28	0	1.6109998226165771
28	1	0.43696165084838867
29	0	0.5290019512176514
29	1	0.40200090408325195
30	0	0.47249937057495117
30	1	0.4595046043395996
31	0	1.5895006656646729
31	1	0.5555000305175781
32	0	1.3969988822937012
32	1	0.4180006980895996
33	0	1.2580044269561768
33	1	0.46899938583374023
34	0	1.333998203277588
34	1	0.44350171089172363
35	0	1.947500228881836
35	1	0.4440009593963623
36	0	0.46650075912475586
36	1	0.4275028705596924
37	0	0.99649977684021
37	1	0.453502893447876
38	0	1.4170000553131104
38	1	0.4440004825592041
39	0	1.4400005340576172
39	1	0.4680001735687256
40	0	0.5084993839263916
40	1	0.4380009174346924
41	0	1.8405051231384277
41	1	0.439497709274292
42	0	1.775000810623169
42	1	0.4165022373199463
43	0	0.4914999008178711
43	1	0.4375004768371582
44	0	0.48600292205810547
44	1	0.4364960193634033
45	0	1.6335017681121826
45	1	0.4135005474090576
46	0	1.8324995040893555
46	1	0.44699883460998535
47	0	1.011005163192749
47	1	0.41150331497192383
48	0	0.6635010242462158
48	1	0.44500041007995605
49	0	1.6165015697479248
49	1	0.42699527740478516
50	0	0.4714977741241455
50	1	0.42600011825561523
51	0	0.9819991588592529
51	1	0.45149922370910645
52	0	0.4895024299621582
52	1	0.45550012588500977
53	0	1.6750013828277588
53	1	0.46199941635131836
54	0	1.1219992637634277
54	1	0.42600226402282715
55	0	0.45850229263305664
55	1	0.43050098419189453
56	0	0.8819992542266846
56	1	0.40399956703186035
57	0	0.5255022048950195
57	1	0.42800474166870117
58	0	1.1454992294311523
58	1	0.46700048446655273
59	0	1.3779971599578857
59	1	0.4284958839416504
60	0	0.4839975833892822
60	1	0.4245021343231201
61	0	1.2455008029937744
61	1	0.42549896240234375
62	0	0.5155026912689209
62	1	0.42799854278564453
63	0	2.018500328063965
63	1	0.4089994430541992
64	0	1.3060002326965332
64	1	0.45600438117980957
65	0	0.5855023860931396
65	1	0.4360036849975586
66	0	1.2599997520446777
66	1	0.45600008964538574
67	0	1.5334994792938232
67	1	0.43999648094177246
68	0	2.6480000019073486
68	1	0.41800498962402344
69	0	0.5295000076293945
69	1	0.42549991607666016
70	0	1.7395009994506836
70	1	0.43700098991394043
71	0	0.5489990711212158
71	1	0.4265000820159912
72	0	1.2115049362182617
72	1	0.43900036811828613
73	0	0.5600011348724365
73	1	0.45999789237976074
74	0	0.850999116897583
74	1	0.4335012435913086
75	0	0.4999959468841553
75	1	0.43050456047058105
76	0	0.4720003604888916
76	1	0.42299962043762207
77	0	0.45850110054016113
77	1	0.43300414085388184
78	0	1.9845023155212402
78	1	0.4525001049041748
79	0	1.213000774383545
79	1	0.45749759674072266
80	0	1.3245015144348145
80	1	0.44949913024902344
81	0	1.1179990768432617
81	1	0.426999568939209
82	0	1.4539966583251953
82	1	0.4250006675720215
83	0	1.6329998970031738
83	1	0.4139993190765381
84	0	0.5770003795623779
84	1	0.410001277923584
85	0	1.5935003757476807
85	1	0.4140033721923828
86	0	1.9209976196289062
86	1	0.4295015335083008
87	0	1.9509985446929932
87	1	0.45749759674072266
88	0	1.5
88	1	0.44500136375427246
89	0	1.2124993801116943
89	1	0.433499813079834
90	0	1.4715049266815186
90	1	0.4284994602203369
91	0	0.9429991245269775
91	1	0.4380002021789551
92	0	1.8400051593780518
92	1	0.4510002136230469
93	0	0.4890003204345703
93	1	0.43900036811828613
94	0	1.2019977569580078
94	1	0.4510006904602051
95	0	2.065004348754883
95	1	0.45650196075439453
96	0	0.48650026321411133
96	1	0.4565012454986572
97	0	0.935497522354126
97	1	0.45350027084350586
98	0	1.5224974155426025
98	1	0.4439973831176758
99	0	0.936002254486084
99	1	0.4695014953613281
