Seed	Class	Train Time
58	1	30.959961414337158
58	2	31.557469129562378
58	3	1.1285169124603271
58	4	27.095404386520386
59	1	30.941461324691772
59	2	31.52546977996826
59	3	1.1125164031982422
59	4	27.295408248901367
60	1	31.035962343215942
60	2	31.649972200393677
60	3	1.1555180549621582
60	4	27.0124032497406
61	1	30.945960998535156
61	2	31.63297390937805
61	3	1.164017677307129
61	4	27.421908378601074
62	1	30.817458868026733
62	2	31.4054696559906
62	3	1.1550168991088867
62	4	27.15040373802185
63	1	30.98696279525757
63	2	31.65197205543518
63	3	1.1355135440826416
63	4	27.012821197509766
64	1	30.85786747932434
64	2	31.476871967315674
64	3	1.1315135955810547
64	4	27.027319192886353
65	1	30.851866483688354
65	2	31.319873094558716
65	3	1.1655116081237793
65	4	27.13782572746277
66	1	30.831366539001465
66	2	31.36237120628357
66	3	1.1430141925811768
66	4	27.148823022842407
67	1	30.974868297576904
67	2	31.783878326416016
67	3	1.127549171447754
67	4	27.16582441329956
68	1	31.03536868095398
68	2	31.66287589073181
68	3	1.1375160217285156
68	4	27.008323431015015
69	1	30.916868448257446
69	2	31.497372150421143
69	3	1.1175146102905273
69	4	27.07332181930542
70	1	31.03486919403076
70	2	31.4583740234375
70	3	1.1185133457183838
70	4	27.203324556350708
71	1	31.17836904525757
71	2	31.760879039764404
71	3	1.1435132026672363
71	4	27.047811031341553
72	1	31.171802282333374
72	2	31.718310832977295
72	3	1.1115107536315918
72	4	27.199235439300537
73	1	30.890299797058105
73	2	31.522805213928223
73	3	1.1285111904144287
73	4	27.352266311645508
74	1	32.28531312942505
74	2	31.317803859710693
74	3	1.127012014389038
74	4	26.988261461257935
75	1	30.75829839706421
75	2	31.6918044090271
75	3	1.1155109405517578
75	4	26.990758895874023
76	1	30.997800588607788
76	2	31.505305528640747
76	3	1.1115102767944336
76	4	27.215263843536377
77	1	33.05123448371887
77	2	32.435731172561646
77	3	1.1530094146728516
77	4	27.4786958694458
78	1	31.92872714996338
78	2	33.40473699569702
78	3	1.143507957458496
78	4	27.503191471099854
79	1	31.98772430419922
79	2	32.71673226356506
79	3	1.1470091342926025
79	4	27.82869839668274
80	1	32.95773386955261
80	2	33.4052369594574
80	3	1.1880080699920654
80	4	29.243207693099976
81	1	33.597238302230835
81	2	34.38724136352539
81	3	1.2185075283050537
81	4	29.24270749092102
82	1	33.83874177932739
82	2	34.292242765426636
82	3	1.2205097675323486
82	4	29.183706998825073
83	1	33.439738512039185
83	2	34.093743324279785
83	3	1.1910080909729004
83	4	28.971205949783325
84	1	33.443687438964844
84	2	34.59417796134949
84	3	1.1895060539245605
84	4	29.128148555755615
85	1	33.64467144012451
85	2	34.18667411804199
85	3	1.1750051975250244
85	4	29.086647033691406
86	1	33.40717053413391
86	2	34.55117678642273
86	3	1.2140071392059326
86	4	30.27115511894226
87	1	33.418673276901245
87	2	34.101670265197754
87	3	1.213503122329712
87	4	28.928147792816162
88	1	33.38817071914673
88	2	34.20517349243164
88	3	1.2020072937011719
88	4	28.99014973640442
89	1	33.55016899108887
89	2	34.15217447280884
89	3	1.1790058612823486
89	4	29.210647106170654
90	1	33.464669942855835
90	2	37.44319152832031
90	3	1.2385053634643555
90	4	29.59815001487732
91	1	33.32266044616699
91	2	34.08662486076355
91	3	1.1920044422149658
91	4	29.07110619544983
92	1	33.39711928367615
92	2	34.06112742424011
92	3	1.2010047435760498
92	4	29.12210774421692
93	1	33.2781240940094
93	2	34.04012846946716
93	3	1.1860060691833496
93	4	29.071106433868408
94	1	33.62312459945679
94	2	33.93112540245056
94	3	1.179504632949829
94	4	29.240108251571655
95	1	33.385122776031494
95	2	34.28662633895874
95	3	1.1885044574737549
95	4	29.02010679244995
96	1	33.397122621536255
