Seed	Class	Train Time
76	4	22.741498708724976
77	1	4.30550217628479
77	2	22.491499423980713
77	3	22.697500705718994
77	4	22.685999631881714
78	1	8.59850025177002
78	2	5.387000560760498
78	3	22.888999223709106
78	4	22.632001161575317
79	1	4.991000652313232
79	2	22.77249836921692
79	3	22.834499835968018
79	4	22.636001586914062
80	1	16.934503316879272
80	2	22.910500526428223
80	3	2.7910048961639404
80	4	22.565000772476196
81	1	7.237500190734863
81	2	22.944499731063843
81	3	22.690499782562256
81	4	22.720500230789185
82	1	3.226504325866699
82	2	22.859501838684082
82	3	22.888999223709106
82	4	22.856500148773193
83	1	3.770998954772949
83	2	22.583500385284424
83	3	22.597001791000366
83	4	22.60449981689453
84	1	2.355499505996704
84	2	23.044499397277832
84	3	22.627501010894775
84	4	22.721001625061035
85	1	16.811504364013672
85	2	22.611004114151
85	3	22.843499183654785
85	4	22.523003339767456
86	1	1.8899991512298584
86	2	22.536000967025757
86	3	22.891000032424927
86	4	22.88450002670288
87	1	16.99300241470337
87	2	22.851499557495117
87	3	12.539499282836914
87	4	22.9909987449646
88	1	1.7160041332244873
88	2	22.894999742507935
88	3	22.93049955368042
88	4	22.72999930381775
89	1	5.390999794006348
89	2	22.785995483398438
89	3	22.778498649597168
89	4	22.578502893447876
90	1	3.444000244140625
90	2	22.73099994659424
90	3	22.780498266220093
90	4	22.50950026512146
91	1	17.040998220443726
91	2	22.37649631500244
91	3	5.424499750137329
91	4	22.426997423171997
92	1	4.048000335693359
92	2	22.77049970626831
92	3	22.43995714187622
92	4	22.58200192451477
93	1	16.846002340316772
93	2	22.602998971939087
93	3	22.970500469207764
93	4	22.416000604629517
94	1	5.9690001010894775
94	2	22.80349612236023
94	3	22.625500440597534
94	4	22.791000366210938
95	1	9.533002614974976
95	2	22.922000646591187
95	3	22.57799983024597
95	4	22.790497541427612
96	1	4.362498760223389
96	2	22.72499990463257
96	3	3.4715003967285156
96	4	22.731501579284668
97	1	16.788001537322998
97	2	22.790500164031982
97	3	22.920497179031372
97	4	22.49049997329712
98	1	2.750499963760376
98	2	22.71799945831299
98	3	22.759003400802612
98	4	22.53900122642517
99	1	5.535000562667847
99	2	22.626500368118286
99	3	22.890000581741333
99	4	22.83499836921692
